"contig.name";"ssr.no";"ssr.type";"ssr.seq";"ssr.size";"ssr.start";"ssr.end";"MatchID";"contig.length";"geneID";"goTerm";"cellular.components";"biological.processes";"molecular.functions";"keywords"
"AgU001075_v1.1";"1";"p2";"(AC)6";"12";1677;1688;"AgU001075";2343;"SIN3A_HUMAN";"GO:0000785 // GO:0005737 // GO:0045171 // GO:0000776 // GO:0005730 // GO:0005654 // GO:0005634 // GO:0016580 // GO:0005667 // GO:0017053 // GO:0003682 // GO:0033558 // GO:0001102 // GO:0001106 // GO:0003700 // GO:0000976 // GO:0002218 // GO:0007596 // GO:0044255 // GO:0034613 // GO:0071333 // GO:0006260 // GO:0010467 // GO:0002244 // GO:0016575 // GO:0001701 // GO:0043066 // GO:0042754 // GO:0045814 // GO:1901675 // GO:1900181 // GO:0000122 // GO:2000678 // GO:0045892 // GO:0031937 // GO:0002230 // GO:0010971 // GO:0045944 // GO:0006476 // GO:0040029 // GO:0051595 // GO:0048511 // GO:0044281 // GO:0006351";"activation of innate immune response (GO:0002218);blood coagulation (GO:0007596);cellular lipid metabolic process (GO:0044255);cellular protein localization (GO:0034613);cellular response to glucose stimulus (GO:0071333);DNA replication (GO:0006260);gene expression (GO:0010467);hematopoietic progenitor cell differentiation (GO:0002244);histone deacetylation (GO:0016575);in utero embryonic development (GO:0001701);negative regulation of apoptotic process (GO:0043066);negative regulation of circadian rhythm (GO:0042754);negative regulation of gene expression, epigenetic (GO:0045814);negative regulation of histone H3-K27 acetylation (GO:1901675);negative regulation of protein localization to nucleus (GO:1900181);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);negative regulation of transcription regulatory region DNA binding (GO:2000678);negative regulation of transcription, DNA-templated (GO:0045892);positive regulation of chromatin silencing (GO:0031937);positive regulation of defense response to virus by host (GO:0002230);positive regulation of G2/M transition of mitotic cell cycle (GO:0010971);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);protein deacetylation (GO:0006476);regulation of gene expression, epigenetic (GO:0040029);response to methylglyoxal (GO:0051595);rhythmic process (GO:0048511);small molecule metabolic process (GO:0044281);transcription, DNA-templated (GO:0006351);";"chromatin binding (GO:0003682);protein deacetylase activity (GO:0033558);RNA polymerase II activating transcription factor binding (GO:0001102);RNA polymerase II transcription corepressor activity (GO:0001106);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription regulatory region sequence-specific DNA binding (GO:0000976);";"chromatin (GO:0000785);cytoplasm (GO:0005737);intercellular bridge (GO:0045171);kinetochore (GO:0000776);nucleolus (GO:0005730);nucleoplasm (GO:0005654);nucleus (GO:0005634);Sin3 complex (GO:0016580);transcription factor complex (GO:0005667);transcriptional repressor complex (GO:0017053);";"3D-structure;Acetylation;Biological rhythms;Coiled coil;Complete proteome;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Ubl conjugation.;"
"AgU001075_v1.1";"2";"p2";"(TC)6";"12";2012;2023;"AgU001075";2343;"SIN3A_HUMAN";"GO:0000785 // GO:0005737 // GO:0045171 // GO:0000776 // GO:0005730 // GO:0005654 // GO:0005634 // GO:0016580 // GO:0005667 // GO:0017053 // GO:0003682 // GO:0033558 // GO:0001102 // GO:0001106 // GO:0003700 // GO:0000976 // GO:0002218 // GO:0007596 // GO:0044255 // GO:0034613 // GO:0071333 // GO:0006260 // GO:0010467 // GO:0002244 // GO:0016575 // GO:0001701 // GO:0043066 // GO:0042754 // GO:0045814 // GO:1901675 // GO:1900181 // GO:0000122 // GO:2000678 // GO:0045892 // GO:0031937 // GO:0002230 // GO:0010971 // GO:0045944 // GO:0006476 // GO:0040029 // GO:0051595 // GO:0048511 // GO:0044281 // GO:0006351";"activation of innate immune response (GO:0002218);blood coagulation (GO:0007596);cellular lipid metabolic process (GO:0044255);cellular protein localization (GO:0034613);cellular response to glucose stimulus (GO:0071333);DNA replication (GO:0006260);gene expression (GO:0010467);hematopoietic progenitor cell differentiation (GO:0002244);histone deacetylation (GO:0016575);in utero embryonic development (GO:0001701);negative regulation of apoptotic process (GO:0043066);negative regulation of circadian rhythm (GO:0042754);negative regulation of gene expression, epigenetic (GO:0045814);negative regulation of histone H3-K27 acetylation (GO:1901675);negative regulation of protein localization to nucleus (GO:1900181);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);negative regulation of transcription regulatory region DNA binding (GO:2000678);negative regulation of transcription, DNA-templated (GO:0045892);positive regulation of chromatin silencing (GO:0031937);positive regulation of defense response to virus by host (GO:0002230);positive regulation of G2/M transition of mitotic cell cycle (GO:0010971);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);protein deacetylation (GO:0006476);regulation of gene expression, epigenetic (GO:0040029);response to methylglyoxal (GO:0051595);rhythmic process (GO:0048511);small molecule metabolic process (GO:0044281);transcription, DNA-templated (GO:0006351);";"chromatin binding (GO:0003682);protein deacetylase activity (GO:0033558);RNA polymerase II activating transcription factor binding (GO:0001102);RNA polymerase II transcription corepressor activity (GO:0001106);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription regulatory region sequence-specific DNA binding (GO:0000976);";"chromatin (GO:0000785);cytoplasm (GO:0005737);intercellular bridge (GO:0045171);kinetochore (GO:0000776);nucleolus (GO:0005730);nucleoplasm (GO:0005654);nucleus (GO:0005634);Sin3 complex (GO:0016580);transcription factor complex (GO:0005667);transcriptional repressor complex (GO:0017053);";"3D-structure;Acetylation;Biological rhythms;Coiled coil;Complete proteome;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Ubl conjugation.;"
"AgU001116_v1.1";"1";"p2";"(GT)5";"10";1753;1762;"AgU001116";2304;"MYLK_SHEEP";"GO:0032154 // GO:0005737 // GO:0005856 // GO:0030027 // GO:0005524 // GO:0046872 // GO:0004687";"No_GOBP";"ATP binding (GO:0005524);metal ion binding (GO:0046872);myosin light chain kinase activity (GO:0004687);";"cleavage furrow (GO:0032154);cytoplasm (GO:0005737);cytoskeleton (GO:0005856);lamellipodium (GO:0030027);";"Actin-binding;Alternative initiation;ATP-binding;Calcium;Calmodulin-binding;Cell projection;Complete proteome;Cytoplasm;Cytoskeleton;Disulfide bond;Immunoglobulin domain;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase.;"
"AgU001116_v1.1";"2";"p2";"(GT)5";"10";2153;2162;"AgU001116";2304;"MYLK_SHEEP";"GO:0032154 // GO:0005737 // GO:0005856 // GO:0030027 // GO:0005524 // GO:0046872 // GO:0004687";"No_GOBP";"ATP binding (GO:0005524);metal ion binding (GO:0046872);myosin light chain kinase activity (GO:0004687);";"cleavage furrow (GO:0032154);cytoplasm (GO:0005737);cytoskeleton (GO:0005856);lamellipodium (GO:0030027);";"Actin-binding;Alternative initiation;ATP-binding;Calcium;Calmodulin-binding;Cell projection;Complete proteome;Cytoplasm;Cytoskeleton;Disulfide bond;Immunoglobulin domain;Kinase;Magnesium;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase.;"
"AgU001227_v1.1";"1";"p2";"(GA)6";"12";1585;1596;"AgU001227";2240;"UBA3_HUMAN";"GO:0005829 // GO:0005634 // GO:0016881 // GO:0005524 // GO:0019781 // GO:0046982 // GO:0006464 // GO:0007113 // GO:0045087 // GO:0045892 // GO:0038061 // GO:0045116 // GO:0006508 // GO:0051726 // GO:0002223 // GO:0033209";"cellular protein modification process (GO:0006464);endomitotic cell cycle (GO:0007113);innate immune response (GO:0045087);negative regulation of transcription, DNA-templated (GO:0045892);NIK/NF-kappaB signaling (GO:0038061);protein neddylation (GO:0045116);proteolysis (GO:0006508);regulation of cell cycle (GO:0051726);stimulatory C-type lectin receptor signaling pathway (GO:0002223);tumor necrosis factor-mediated signaling pathway (GO:0033209);";"acid-amino acid ligase activity (GO:0016881);ATP binding (GO:0005524);NEDD8 activating enzyme activity (GO:0019781);protein heterodimerization activity (GO:0046982);";"cytosol (GO:0005829);nucleus (GO:0005634);";"3D-structure;Acetylation;Alternative splicing;ATP-binding;Cell cycle;Complete proteome;Ligase;Nucleotide-binding;Polymorphism;Reference proteome;Ubl conjugation pathway.;"
"AgU001338_v1.1";"1";"p3";"(GAT)7";"21";1822;1842;"AgU001338";2178;"VAMP3_HUMAN";"GO:0016324 // GO:0030054 // GO:0009986 // GO:0030136 // GO:0030665 // GO:0005829 // GO:0016021 // GO:0005622 // GO:0043231 // GO:0043005 // GO:0005886 // GO:0055037 // GO:0030141 // GO:0031201 // GO:0008021 // GO:0005484 // GO:0000149 // GO:0017156 // GO:0006887 // GO:0043001 // GO:0061025 // GO:1903531 // GO:0001921 // GO:0006461 // GO:0042147 // GO:0035493 // GO:0034446 // GO:0006904 // GO:0006906 // GO:0016192";"calcium ion-dependent exocytosis (GO:0017156);exocytosis (GO:0006887);Golgi to plasma membrane protein transport (GO:0043001);membrane fusion (GO:0061025);negative regulation of secretion by cell (GO:1903531);positive regulation of receptor recycling (GO:0001921);protein complex assembly (GO:0006461);retrograde transport, endosome to Golgi (GO:0042147);SNARE complex assembly (GO:0035493);substrate adhesion-dependent cell spreading (GO:0034446);vesicle docking involved in exocytosis (GO:0006904);vesicle fusion (GO:0006906);vesicle-mediated transport (GO:0016192);";"SNAP receptor activity (GO:0005484);SNARE binding (GO:0000149);";"apical plasma membrane (GO:0016324);cell junction (GO:0030054);cell surface (GO:0009986);clathrin-coated vesicle (GO:0030136);clathrin-coated vesicle membrane (GO:0030665);cytosol (GO:0005829);integral component of membrane (GO:0016021);intracellular (GO:0005622);intracellular membrane-bounded organelle (GO:0043231);neuron projection (GO:0043005);plasma membrane (GO:0005886);recycling endosome (GO:0055037);secretory granule (GO:0030141);SNARE complex (GO:0031201);synaptic vesicle (GO:0008021);";"Acetylation;Cell junction;Coiled coil;Complete proteome;Direct protein sequencing;Membrane;Protein transport;Reference proteome;Synapse;Synaptosome;Transmembrane;Transmembrane helix;Transport.;"
"AgU001432_v1.1";"2";"p2";"(AT)8";"16";1652;1667;"AgU001432";2125;"FOXC1_HUMAN";"GO:0005737 // GO:0005720 // GO:0005654 // GO:0005634 // GO:0003677 // GO:0008301 // GO:0000977 // GO:0000981 // GO:0043565 // GO:0003705 // GO:0003700 // GO:0008134 // GO:0044212 // GO:0001228 // GO:0048844 // GO:0001974 // GO:0007420 // GO:0043010 // GO:0060038 // GO:0030154 // GO:0016477 // GO:0008283 // GO:0030199 // GO:0035050 // GO:0001654 // GO:0008354 // GO:0030203 // GO:0007507 // GO:0001701 // GO:0032808 // GO:0001945 // GO:0036438 // GO:0014031 // GO:0016525 // GO:1902257 // GO:1901491 // GO:0045930 // GO:0014032 // GO:0007219 // GO:0042475 // GO:0001503 // GO:0001541 // GO:0048341 // GO:1901534 // GO:1902038 // GO:0045944 // GO:0045893 // GO:0050880 // GO:0046620 // GO:0006355 // GO:0001501 // GO:0001756 // GO:0006366 // GO:0001657 // GO:0048010 // GO:0038084 // GO:0055010";"artery morphogenesis (GO:0048844);blood vessel remodeling (GO:0001974);brain development (GO:0007420);camera-type eye development (GO:0043010);cardiac muscle cell proliferation (GO:0060038);cell differentiation (GO:0030154);cell migration (GO:0016477);cell proliferation (GO:0008283);collagen fibril organization (GO:0030199);embryonic heart tube development (GO:0035050);eye development (GO:0001654);germ cell migration (GO:0008354);glycosaminoglycan metabolic process (GO:0030203);heart development (GO:0007507);in utero embryonic development (GO:0001701);lacrimal gland development (GO:0032808);lymph vessel development (GO:0001945);maintenance of lens transparency (GO:0036438);mesenchymal cell development (GO:0014031);negative regulation of angiogenesis (GO:0016525);negative regulation of apoptotic process involved in outflow tract morphogenesis (GO:1902257);negative regulation of lymphangiogenesis (GO:1901491);negative regulation of mitotic cell cycle (GO:0045930);neural crest cell development (GO:0014032);Notch signaling pathway (GO:0007219);odontogenesis of dentin-containing tooth (GO:0042475);ossification (GO:0001503);ovarian follicle development (GO:0001541);paraxial mesoderm formation (GO:0048341);positive regulation of hematopoietic progenitor cell differentiation (GO:1901534);positive regulation of hematopoietic stem cell differentiation (GO:1902038);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription, DNA-templated (GO:0045893);regulation of blood vessel size (GO:0050880);regulation of organ growth (GO:0046620);regulation of transcription, DNA-templated (GO:0006355);skeletal system development (GO:0001501);somitogenesis (GO:0001756);transcription from RNA polymerase II promoter (GO:0006366);ureteric bud development (GO:0001657);vascular endothelial growth factor receptor signaling pathway (GO:0048010);vascular endothelial growth factor signaling pathway (GO:0038084);ventricular cardiac muscle tissue morphogenesis (GO:0055010);";"DNA binding (GO:0003677);DNA binding, bending (GO:0008301);RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977);RNA polymerase II transcription factor activity, sequence-specific DNA binding (GO:0000981);sequence-specific DNA binding (GO:0043565);transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription factor binding (GO:0008134);transcription regulatory region DNA binding (GO:0044212);transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228);";"cytoplasm (GO:0005737);nuclear heterochromatin (GO:0005720);nucleoplasm (GO:0005654);nucleus (GO:0005634);";"Complete proteome;Deafness;Disease mutation;DNA-binding;Nucleus;Peters anomaly;Phosphoprotein;Polymorphism;Reference proteome;Transcription;Transcription regulation.;"
"AgU001679_v1.1";"1";"p2";"(GA)5";"10";1766;1775;"AgU001679";2031;"TOPRS_HUMAN";"GO:0005814 // GO:0036064 // GO:0000930 // GO:0030496 // GO:0016607 // GO:0005634 // GO:0032391 // GO:0016605 // GO:0000922 // GO:0000151 // GO:0003823 // GO:0003677 // GO:0044547 // GO:0016874 // GO:0019789 // GO:0061630 // GO:0004842 // GO:0008270 // GO:0006974 // GO:0008630 // GO:0042771 // GO:0051457 // GO:0043066 // GO:0035845 // GO:0045893 // GO:0051443 // GO:0043161 // GO:0070936 // GO:0034504 // GO:0006513 // GO:0016925 // GO:0042127 // GO:0010842 // GO:0046549 // GO:0046548 // GO:0006351 // GO:0006511";"cellular response to DNA damage stimulus (GO:0006974);intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630);intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771);maintenance of protein location in nucleus (GO:0051457);negative regulation of apoptotic process (GO:0043066);photoreceptor cell outer segment organization (GO:0035845);positive regulation of transcription, DNA-templated (GO:0045893);positive regulation of ubiquitin-protein transferase activity (GO:0051443);proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161);protein K48-linked ubiquitination (GO:0070936);protein localization to nucleus (GO:0034504);protein monoubiquitination (GO:0006513);protein sumoylation (GO:0016925);regulation of cell proliferation (GO:0042127);retina layer formation (GO:0010842);retinal cone cell development (GO:0046549);retinal rod cell development (GO:0046548);transcription, DNA-templated (GO:0006351);ubiquitin-dependent protein catabolic process (GO:0006511);";"antigen binding (GO:0003823);DNA binding (GO:0003677);DNA topoisomerase binding (GO:0044547);ligase activity (GO:0016874);SUMO transferase activity (GO:0019789);ubiquitin protein ligase activity (GO:0061630);ubiquitin-protein transferase activity (GO:0004842);zinc ion binding (GO:0008270);";"centriole (GO:0005814);ciliary basal body (GO:0036064);gamma-tubulin complex (GO:0000930);midbody (GO:0030496);nuclear speck (GO:0016607);nucleus (GO:0005634);photoreceptor connecting cilium (GO:0032391);PML body (GO:0016605);spindle pole (GO:0000922);ubiquitin ligase complex (GO:0000151);";"Alternative splicing;Complete proteome;DNA damage;Isopeptide bond;Ligase;Metal-binding;Nucleus;Phosphoprotein;Polymorphism;Reference proteome;Retinitis pigmentosa;Ubl conjugation;Ubl conjugation pathway;Zinc;Zinc-finger.;"
"AgU001875_v1.1";"1";"p2";"(TA)10";"20";1659;1678;"AgU001875";1959;"ACKR3_CANLF";"GO:0009986 // GO:0005905 // GO:0005769 // GO:0005768 // GO:0016021 // GO:0048471 // GO:0005886 // GO:0055037 // GO:0019958 // GO:0016494 // GO:0015026 // GO:0005044 // GO:0001525 // GO:0007155 // GO:0006935 // GO:1902230 // GO:0002230 // GO:0070374 // GO:0031623 // GO:0001570";"angiogenesis (GO:0001525);cell adhesion (GO:0007155);chemotaxis (GO:0006935);negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230);positive regulation of defense response to virus by host (GO:0002230);positive regulation of ERK1 and ERK2 cascade (GO:0070374);receptor internalization (GO:0031623);vasculogenesis (GO:0001570);";"C-X-C chemokine binding (GO:0019958);C-X-C chemokine receptor activity (GO:0016494);coreceptor activity (GO:0015026);scavenger receptor activity (GO:0005044);";"cell surface (GO:0009986);coated pit (GO:0005905);early endosome (GO:0005769);endosome (GO:0005768);integral component of membrane (GO:0016021);perinuclear region of cytoplasm (GO:0048471);plasma membrane (GO:0005886);recycling endosome (GO:0055037);";"Cell adhesion;Cell membrane;Complete proteome;Cytoplasm;Developmental protein;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation.;"
"AgU001893_v1.1";"1";"p2";"(AG)5";"10";504;513;"AgU001893";1955;"PDPK1_HUMAN";"GO:0042995 // GO:0005737 // GO:0016023 // GO:0005829 // GO:0005925 // GO:0097481 // GO:0005654 // GO:0005886 // GO:0004676 // GO:0005524 // GO:0016004 // GO:0043274 // GO:0004674 // GO:0030036 // GO:0032148 // GO:0007596 // GO:0019722 // GO:0016477 // GO:0071364 // GO:0032869 // GO:0007173 // GO:0097191 // GO:0038095 // GO:0008543 // GO:0048041 // GO:0006972 // GO:0045087 // GO:0008286 // GO:0035556 // GO:0010667 // GO:0006469 // GO:0034122 // GO:0030512 // GO:0048011 // GO:0018107 // GO:0048015 // GO:0030168 // GO:0090004 // GO:0010518 // GO:0051281 // GO:0046777 // GO:0006468 // GO:0010594 // GO:0043122 // GO:0043304 // GO:0006355 // GO:0007264 // GO:0002223 // GO:0007268 // GO:0031295 // GO:0050852 // GO:0006351 // GO:0003323 // GO:0048010";"actin cytoskeleton organization (GO:0030036);activation of protein kinase B activity (GO:0032148);blood coagulation (GO:0007596);calcium-mediated signaling (GO:0019722);cell migration (GO:0016477);cellular response to epidermal growth factor stimulus (GO:0071364);cellular response to insulin stimulus (GO:0032869);epidermal growth factor receptor signaling pathway (GO:0007173);extrinsic apoptotic signaling pathway (GO:0097191);Fc-epsilon receptor signaling pathway (GO:0038095);fibroblast growth factor receptor signaling pathway (GO:0008543);focal adhesion assembly (GO:0048041);hyperosmotic response (GO:0006972);innate immune response (GO:0045087);insulin receptor signaling pathway (GO:0008286);intracellular signal transduction (GO:0035556);negative regulation of cardiac muscle cell apoptotic process (GO:0010667);negative regulation of protein kinase activity (GO:0006469);negative regulation of toll-like receptor signaling pathway (GO:0034122);negative regulation of transforming growth factor beta receptor signaling pathway (GO:0030512);neurotrophin TRK receptor signaling pathway (GO:0048011);peptidyl-threonine phosphorylation (GO:0018107);phosphatidylinositol-mediated signaling (GO:0048015);platelet activation (GO:0030168);positive regulation of establishment of protein localization to plasma membrane (GO:0090004);positive regulation of phospholipase activity (GO:0010518);positive regulation of release of sequestered calcium ion into cytosol (GO:0051281);protein autophosphorylation (GO:0046777);protein phosphorylation (GO:0006468);regulation of endothelial cell migration (GO:0010594);regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122);regulation of mast cell degranulation (GO:0043304);regulation of transcription, DNA-templated (GO:0006355);small GTPase mediated signal transduction (GO:0007264);stimulatory C-type lectin receptor signaling pathway (GO:0002223);synaptic transmission (GO:0007268);T cell costimulation (GO:0031295);T cell receptor signaling pathway (GO:0050852);transcription, DNA-templated (GO:0006351);type B pancreatic cell development (GO:0003323);vascular endothelial growth factor receptor signaling pathway (GO:0048010);";"3-phosphoinositide-dependent protein kinase activity (GO:0004676);ATP binding (GO:0005524);phospholipase activator activity (GO:0016004);phospholipase binding (GO:0043274);protein serine/threonine kinase activity (GO:0004674);";"cell projection (GO:0042995);cytoplasm (GO:0005737);cytoplasmic membrane-bounded vesicle (GO:0016023);cytosol (GO:0005829);focal adhesion (GO:0005925);neuronal postsynaptic density (GO:0097481);nucleoplasm (GO:0005654);plasma membrane (GO:0005886);";"3D-structure;Acetylation;Activator;Alternative splicing;ATP-binding;Cell junction;Cell membrane;Complete proteome;Cytoplasm;Direct protein sequencing;Kinase;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transcription;Transcription regulation;Transferase;Ubl conjugation.;"
"AgU002020_v1.1";"1";"p2";"(TC)5";"10";1366;1375;"AgU002020";1917;"TF65_MOUSE";"GO:0005737 // GO:0005829 // GO:0033256 // GO:0071159 // GO:0005654 // GO:0005634 // GO:0005667 // GO:0042805 // GO:0033613 // GO:0071532 // GO:0003682 // GO:0031490 // GO:0003677 // GO:0019899 // GO:0042826 // GO:0042802 // GO:0051059 // GO:0042301 // GO:0046982 // GO:0042803 // GO:0019901 // GO:0047485 // GO:0070491 // GO:0000978 // GO:0000980 // GO:0000977 // GO:0043565 // GO:0003705 // GO:0003700 // GO:0008134 // GO:0044212 // GO:0001077 // GO:0001205 // GO:0001078 // GO:0031625 // GO:0006117 // GO:0007568 // GO:0070301 // GO:0071347 // GO:0071354 // GO:0071222 // GO:0071316 // GO:0071375 // GO:0071356 // GO:0019221 // GO:0006952 // GO:0001942 // GO:0007249 // GO:0006954 // GO:0045087 // GO:0001889 // GO:0043066 // GO:2001237 // GO:0046627 // GO:1901223 // GO:0042177 // GO:0000122 // GO:0045892 // GO:0038061 // GO:0070431 // GO:0009887 // GO:0008284 // GO:0032332 // GO:0043123 // GO:0045084 // GO:2000630 // GO:0051092 // GO:0014040 // GO:0045944 // GO:0045893 // GO:0050727 // GO:0043200 // GO:0009617 // GO:0051591 // GO:0033590 // GO:0034097 // GO:0042493 // GO:0032868 // GO:0070555 // GO:0043278 // GO:0032495 // GO:0035994 // GO:0010033 // GO:0032570 // GO:0010224 // GO:0006366";"acetaldehyde metabolic process (GO:0006117);aging (GO:0007568);cellular response to hydrogen peroxide (GO:0070301);cellular response to interleukin-1 (GO:0071347);cellular response to interleukin-6 (GO:0071354);cellular response to lipopolysaccharide (GO:0071222);cellular response to nicotine (GO:0071316);cellular response to peptide hormone stimulus (GO:0071375);cellular response to tumor necrosis factor (GO:0071356);cytokine-mediated signaling pathway (GO:0019221);defense response (GO:0006952);hair follicle development (GO:0001942);I-kappaB kinase/NF-kappaB signaling (GO:0007249);inflammatory response (GO:0006954);innate immune response (GO:0045087);liver development (GO:0001889);negative regulation of apoptotic process (GO:0043066);negative regulation of extrinsic apoptotic signaling pathway (GO:2001237);negative regulation of insulin receptor signaling pathway (GO:0046627);negative regulation of NIK/NF-kappaB signaling (GO:1901223);negative regulation of protein catabolic process (GO:0042177);negative regulation of transcription from RNA polymerase II promoter (GO:0000122);negative regulation of transcription, DNA-templated (GO:0045892);NIK/NF-kappaB signaling (GO:0038061);nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070431);organ morphogenesis (GO:0009887);positive regulation of cell proliferation (GO:0008284);positive regulation of chondrocyte differentiation (GO:0032332);positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123);positive regulation of interleukin-12 biosynthetic process (GO:0045084);positive regulation of miRNA metabolic process (GO:2000630);positive regulation of NF-kappaB transcription factor activity (GO:0051092);positive regulation of Schwann cell differentiation (GO:0014040);positive regulation of transcription from RNA polymerase II promoter (GO:0045944);positive regulation of transcription, DNA-templated (GO:0045893);regulation of inflammatory response (GO:0050727);response to amino acid (GO:0043200);response to bacterium (GO:0009617);response to cAMP (GO:0051591);response to cobalamin (GO:0033590);response to cytokine (GO:0034097);response to drug (GO:0042493);response to insulin (GO:0032868);response to interleukin-1 (GO:0070555);response to morphine (GO:0043278);response to muramyl dipeptide (GO:0032495);response to muscle stretch (GO:0035994);response to organic substance (GO:0010033);response to progesterone (GO:0032570);response to UV-B (GO:0010224);transcription from RNA polymerase II promoter (GO:0006366);";"actinin binding (GO:0042805);activating transcription factor binding (GO:0033613);ankyrin repeat binding (GO:0071532);chromatin binding (GO:0003682);chromatin DNA binding (GO:0031490);DNA binding (GO:0003677);enzyme binding (GO:0019899);histone deacetylase binding (GO:0042826);identical protein binding (GO:0042802);NF-kappaB binding (GO:0051059);phosphate ion binding (GO:0042301);protein heterodimerization activity (GO:0046982);protein homodimerization activity (GO:0042803);protein kinase binding (GO:0019901);protein N-terminus binding (GO:0047485);repressing transcription factor binding (GO:0070491);RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978);RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980);RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977);sequence-specific DNA binding (GO:0043565);transcription factor activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0003705);transcription factor activity, sequence-specific DNA binding (GO:0003700);transcription factor binding (GO:0008134);transcription regulatory region DNA binding (GO:0044212);transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001077);transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding (GO:0001205);transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078);ubiquitin protein ligase binding (GO:0031625);";"cytoplasm (GO:0005737);cytosol (GO:0005829);I-kappaB/NF-kappaB complex (GO:0033256);NF-kappaB complex (GO:0071159);nucleoplasm (GO:0005654);nucleus (GO:0005634);transcription factor complex (GO:0005667);";"3D-structure;Acetylation;Activator;Alternative splicing;Complete proteome;Cytoplasm;DNA-binding;Isopeptide bond;Methylation;Nucleus;Phosphoprotein;Reference proteome;S-nitrosylation;Transcription;Transcription regulation;Ubl conjugation.;"
"AgU002096_v1.1";"1";"p3";"(CTG)5";"15";676;690;"AgU002096";1889;"M3YA16_MUSPF";"GO:0016021";"No_GOBP";"No_GOMF";"integral component of membrane (GO:0016021);";"Complete proteome {ECO:0000313|Proteomes:UP000000715};Immunoglobulin domain {ECO:0000256|RuleBase:RU003326,;ECO:0000256|SAAS:SAAS00290237};Membrane {ECO:0000256|SAM:Phobius};Reference proteome {ECO:0000313|Proteomes:UP000000715};Signal {ECO:0000256|SAM:SignalP};Transmembrane {ECO:0000256|SAM:Phobius};Transmembrane helix {ECO:0000256|SAM:Phobius}.;"
"AgU002096_v1.1";"2";"p2";"(GA)5";"10";1309;1318;"AgU002096";1889;"M3YA16_MUSPF";"GO:0016021";"No_GOBP";"No_GOMF";"integral component of membrane (GO:0016021);";"Complete proteome {ECO:0000313|Proteomes:UP000000715};Immunoglobulin domain {ECO:0000256|RuleBase:RU003326,;ECO:0000256|SAAS:SAAS00290237};Membrane {ECO:0000256|SAM:Phobius};Reference proteome {ECO:0000313|Proteomes:UP000000715};Signal {ECO:0000256|SAM:SignalP};Transmembrane {ECO:0000256|SAM:Phobius};Transmembrane helix {ECO:0000256|SAM:Phobius}.;"
